"التعليقات النحوية Grammar Comments ","تصحيح الكلمة الأصلية (إن لزم) Correction of original word (if necessary)","الكلمة الأصلية Original word","المستوى التعليمي CEFR level","عدد تكرار الكلمة Frequency of word"
"اسم",,"إطار","A1",103.95
"اسم",,"عباد","A1",103.94
"صفة",,"خامس","A1",103.85
"فعل",,"ضح","A1",103.74
"اسم",,"قمة","A1",103.59
"اسم",,"ضعف","A1",103.51
"اسم",,"قناة","A1",103.49
"فعل",,"اعتقد","A1",103.29
"اسم",,"مجلة","A1",103.18
"اسم",,"شراء","A1",103.11
"صفة",,"قصير","A1",102.02
"اسم",,"تعديل","A1",101.95
"صفة",,"طبي","A1",101.92
"اسم",,"اختلاف","A1",101.79
"صفة",,"أجنبي","A1",101.54
"اسم",,"حظ","A1",101.49
"اسم",,"فنان","A1",101.15
"اسم",,"إعلان","A1",101.09
"اسم",,"نسخة","A1",100.77
"اسم",,"جار","A1",100.7
"صفة",,"رائع","A1",100.64
"اسم",,"محطة","A2",100.54
"اسم",,"قبول","A1",100.2
"اسم",,"مالك","A1",99.89
"اسم / صفة",,"بالغ","A1",99.72
"اسم",,"ضوء","A1",99.68
"اسم",,"نظرية","A1",99.53
"صفة",,"موافق","A1",99.1
"اسم",,"منتخب","A1",98.83
"اسم",,"تسجيل","A1",98.72
"صفة",,"ديمقراطي","A1",98.71
"فعل",,"تحقق","A1",98.68
"صفة",,"مطلق","A1",97.84
"اسم",,"طائف","A1",97.7
"اسم",,"نهار","A1",97.49
"اسم",,"تشكيل","A1",97.32
"صفة",,"مقدس","A1",97.09
"اسم",,"معرض","A1",96.97
"اسم",,"شرط","A1",96.86
"اسم",,"شيعة","A1",96.78
"اسم",,"مبلغ","A1",96.71
"اسم",,"تأكيد","A1",96.63
"اسم",,"إصابة","A1",96.25
"اسم",,"مئة","A1",96.05
"اسم",,"سيدة","A1",95.99
"فعل",,"طاق","A1",95.74
"اسم",,"معلم","A1",95.74
"اسم",,"شرح","A1",95.72
"اسم",,"شهد","A1",95.71
"اسم",,"مستشفى","A1",95.67
"اسم",,"ساحة","A1",95.3
"فعل",,"ثب","A1",95.19
"صفة",,"محدد","A1",94.88
"اسم",,"قلم","A1",94.87
"اسم",,"وجة نظر ","A1",94.69
"اسم",,"سهم","A1",94.63
"اسم",,"طبيب","A1",94.39
"اسم",,"معدل","A1",94.26
"فعل",,"توقف","A1",94.22
"اسم / فعل",,"تعاون","A1",94.14
"فعل",,"صادر","A1",94.11
"فعل",,"شارك","A1",93.9
"اسم",,"اثنين","A1",93.76
"اسم",,"ولاية","A1",93.52
"صفة",,"مباشر","A1",93.32
"فعل",,"تقن","A1",93.19
"اسم",,"سلطان","A1",93.18
"صفة",,"باق","A1",93.17
"فعل",,"رجع","A1",92.76
"اسم علم",,"يوليو","A1",92.71
"اسم",,"موظف","A1",92.62
"فعل",,"صنع","A1",92.57
"اسم",,"بطولة","A1",92.52
"صفة",,"دائم","A1",92.44
"اسم",,"خروج","A1",92.34
"ظرف مكان",,"بين","A1",92.28
"فعل",,"سجل","A1",92.2
"صفة",,"قائم","A1",91.99
"اسم",,"ممثل","A1",91.84
"اسم",,"تقدير","A1",91.81
"اسم",,"حامل","A1",91.38
"اسم",,"طاقة","A1",91.33
"اسم",,"منتج","A1",91.11
"اسم",,"جريدة","A1",90.89
"اسم",,"شهيد","A1",90.88
"اسم",,"قوم","A1",90.87
"اسم",,"سلم","A1",90.65
"اسم",,"مساحة","A1",90.44
"اسم",,"سرعة","A1",90.43
"صفة",,"مسلح","A1",90.42
"ظرف",,"يوم الإثنين","A1",90.02
"صفة",,"سهل","A1",89.92
"حرف",,"عن","A1",89.89
"اسم",,"فكري","A1",89.86
"اسم",,"زي","A1",89.78
"صفة",,"مركزي","A1",89.71
"اسم",,"طعام","A1",89.21
"اسم",,"حديد","A1",89.16
"اسم",,"إله","A1",88.8
"اسم",,"حبيب","A1",88.8
"اسم",,"موضع","A1",88.71
"اسم",,"بقية","A1",88.7
"اسم",,"عموم","A1",88.25
"اسم",,"ألم","A1",88.09
"اسم",,"لسان","A1",88.09
"صفة",,"عادي","A1",87.79
"صفة",,"شامل","A1",87.66
"اسم",,"إنسانية","A1",87.65
"اسم",,"قارئ","A1",87.38
"صفة",,"غالب","A1",87.37
"اسم",,"ذل","A1",87.21
"اسم",,"تيار","A1",87.14
"اسم",,"صندوق","A1",87.05
"اسم ",,"مريض","A1",87
"اسم",,"نمو","A1",86.23
"اسم",,"نصر","A1",86.17
"اسم",,"خوف","A1",85.97
"اسم",,"تقريب","A1",85.96
"اسم",,"حما","A1",85.96
"اسم / فعل",,"عبد","A1",85.96
"صفة",,"حيا","A1",85.95
"اسم",,"كمية","A1",85.82
"اسم",,"حيوان","A1",85.71
"اسم",,"معركة","A1",85.62
"اسم",,"فئة","A1",85.58
"اسم",,"حلم","A1",85.46
"فعل",,"أخرج","A1",85.38
"اسم",,"تفكير","A1",85.32
"اسم",,"تشريع","A1",85.24
"فعل",,"أخبر","A1",85.03
"اسم",,"سير","A1",85.03
"اسم",,"لعبة","A1",85.02
"اسم",,"خطر","A1",85
"فعل",,"رحل","A1",84.99
"اسم",,"احترام","A1",84.83
"اسم / فعل",,"تجاوز","A1",84.79
"صفة",,"فعال","A1",84.79
"ظرف",,"عقب","A1",84.43
"اسم",,"مقال","A1",84.4
"اسم",,"شريط","A1",84.31
"اسم",,"تقليد","A1",84.04
"فعل",,"اختلف","A1",83.96
"اسم",,"عيد","A1",83.94
"اسم",,"إدراج","A1",83.82
"صفة",,"جائز","A1",83.8
"اسم",,"إقليم","A1",83.78
"اسم",,"وفاة","A1",83.56
"اسم",,"معالجة","A1",83.34
"اسم",,"لحظة","A1",83.22
"اسم",,"كيفية","A1",83.2
"اسم",,"مذهب","A1",83.17
"اسم",,"رمضان","A1",83.05
"اسم",,"نموذج","A1",83.02
"فعل",,"رعا","A1",82.83
"اسم",,"غاز","A1",82.77
"اسم",,"ترجمة","A1",82.51
"اسم",,"حرية","A1",82.26
"فعل",,"استخدم","A1",82.25
"فعل",,"انتهى","A1",82.23
"فعل",,"عم","A1",82.2
"اسم / صفة",,"مستخدم","A1",81.95
"صفة",,"متعلق","A1",81.9
"اسم",,"جيل","A1",81.64
"اسم",,"نقد","A1",81.63
"اسم",,"خدمة","A1",81.38
"صفة",,"نهائي","A1",81.17
"اسم",,"سلام","A1",81
"اسم",,"بركة","A1",80.99
"اسم",,"هجوم","A1",80.97
"اسم",,"مكتبة","A2",80.8
"اسم",,"جهاد","A1",80.76
"صفة",,"مادي","A1",80.62
"اسم",,"ستة","A1",80.61
"صفة",,"أبيض","A1",80.58
"اسم",,"سجن","A1",80.52
"اسم",,"رابط","A1",80.5
"اسم",,"منهج","A1",80.39
"اسم",,"تل","A1",80.33
"اسم",,"باحث","A1",80.31
"اسم",,"طن","A1",80.23
"اسم",,"روب","A1",80.21
"اسم",,"سوء","A1",80.2
"صفة",,"مذكور","A1",80.11
"اسم",,"صف","A1",80.08
"اسم/ فعل",,"فشل","A1",80.03
"اسم",,"بر","A1",79.94
"اسم",,"جنة","A1",79.93
"اسم",,"إصدار","A1",79.91
"اسم",,"متابعة","A1",79.91
"اسم",,"جمعية","A1",79.76
"ظرف",,"يوم السبت","A1",79.51
"اسم علم",,"يونيو","A1",79.47
"اسم",,"صحافة","A1",79.45
"فعل",,"يلي","A1",79.44
"اسم",,"أصحاب","A1",79.41
"فعل",,"تمكن","A1",79.41
"اسم",,"ضابط","A1",79.41
"اسم",,"توفير","A1",79.39
"للدعاء",,"رحمه الله ","A1",79.31
"فعل",,"أحب","A1",79.3
"فعل",,"تبع","A1",79.18
"اسم",,"شيطان","A1",79.08
"اسم",,"مايو","A1",79.05
"صفة",,"مستمر","A1",78.98
"فعل / اسم",,"رق","A1",78.93
"صفة",,"حاد","A1",78.83
"اسم",,"قصيد","A1",78.8
"صفة",,"هام","A1",78.67
"اسم",,"مؤلف","A1",78.57
"اسم",,"كون","A1",78.4
"صفة",,"قانوني","A1",78.39
"صفة",,"متوسط","A1",78.23
"اسم",,"شجر","A1",78.16
"فعل",,"تناول","A1",78.08
"اسم",,"ريال","A1",78.03
"صفة",,"تالي","A1",77.31
"اسم",,"سادس","A1",77.22
"حرف",,"أجل","A1",77.21
"اسم",,"منصب","A1",77.16
"اسم",,"أصيل","A1",76.91
"اسم",,"سيطرة","A1",76.74
"اسم",,"فرع","A1",76.3
"ظرف",,"يوم الثلاثاء","A1",76.19
"صفة",,"ضروري","A1",76.13
"صفة",,"أحمر","A1",76.11
"ظرف",,"يوم الخميس","A1",76.08
"صفة",,"صناعي","A1",75.83
"اسم",,"سيط","A1",75.78
"فعل",,"أعرف","A1",75.69
"اسم",,"فعلا","A1",75.63
"اسم",,"زعيم","A1",75.61
"اسم",,"أخلاق","A1",75.52
"ظرف",,"تجاه","A1",75.45
"فعل",,"تعد","A1",75.29
"اسم",,"حماية","A1",75.25
"صفة",,"متعدد","A1",75.22
"فعل",,"تكلم","A1",75.16
"اسم",,"توقيت","A1",75.07
"اسم",,"جند","A1",75.06
"فعل",,"تصرف","A1",75.04
"اسم",,"وظيف","A2",75
"اسم",,"شخصية","A2",74.98
"اسم",,"قيد","A2",74.96
"اسم",,"أكل","A2",74.73
"فعل",,"اعتمد","A2",74.71
"اسم",,"مسيحي","A2",74.71
"صفة",,"غربي","A2",74.68
"فعل",,"عطى","A2",74.56
"صفة",,"جريم","A2",74.49
"اسم",,"سياح","A2",74.45
"اسم",,"طب","A2",74.42
"اسم علم",,"أبريل","A1",74.2
"اسم",,"وثيقة","A2",73.96
"فعل",,"شد","A2",73.85
"صفة",,"مستقل","A2",73.79
"فعل",,"أرى","A2",73.74
"اسم تفضيل / صفة",,"أسود","A2",73.63
"اسم",,"شريعة","A2",73.62
"اسم",,"يمين","A2",73.59
"صفة",,"ملاحظ","A2",73.57
"اسم",,"بنية","A2",73.33
"اسم",,"ولي","A2",73.31
"اسم",,"مراقب","A2",73.26
"فعل",,"بارك","A2",73.19
"صفة",,"إداري","A2",73.18
"اسم",,"دعاء","A2",73.17
"اسم",,"حضور","A2",73.14
"صفة",,"مفتوح","A2",73.12
"اسم",,"دينار","A2",72.99
"فعل",,"غدا","A2",72.98
"فعل / اسم",,"نقص","A2",72.91
"اسم",,"مقارنة","A2",72.84
"فعل",,"استمر","A2",72.75
"اسم",,"فقر","A2",72.63
"فعل",,"لقي","A2",72.63
"فعل",,"توصل","A2",72.52
"اسم",,"قبيل","A2",72.48
"اسم",,"مفاوضة","A2",72.45
"اسم",,"استقرار","A2",72.4
"صفة",,"مؤكد","A2",72.29
"صفة",,"ثابت","A2",72.19
"فعل",,"ثر","A2",72.18
"اسم",,"أسف","A2",72.07
"للتوكيد",,"فقد","A2",71.92
"اسم علم",,"سبتمبر","A1",71.91
"اسم",,"فارس","B2",71.86
"ظرف  ",,"فور","A2",71.72
"اسم  ",,"التزام","A2",71.67
"اسم",,"استعمال","A2",71.57
"اسم",,"آثار","B1",71.54
"اسم  ",,"فوز","A2",71.47
"اسم",,"مارِس","A1",70.74
"اسم",,"توزيع","A2",70.62
"اسم",,"كف","A2",70.45
"صفة",,"إنساني","A2",70.31
"اسم  ",,"محيط","A2",70.23
"فعل",,"شَعَر","A2",70.18
"اسم / فعل",,"توقع","A2",70.17
"اسم تفضيل",,"أغلب","A2",70.11
"فعل",,"أرد","A2",70.03
"فعل",,"حضر","A2",69.9
"صفة",,"مناسب","A2",69.86
"ظرف زمان",,"حينما","A2",69.79
"صفة",,"عميق","A2",69.75
"صفة",,"حرام","A2",69.6
"اسم علم",,"قاسم","A2",69.53
"اسم",,"علام","A2",69.37
"صفة",,"فعلي","A2",69.34
"اسم",,"صعوبة","B1",69.11
"اسم / فعل",,"صرف","B2",69.09
"فعل",,"صح","A2",68.85
"فعل",,"أضف","A2",68.63
"اسم",,"قصد","A2",68.59
"مصطلح عامى",,"كده","A2",68.59
"فعل",,"هجر","A2",68.51
"صفة",,"كريم","A2",68.46
"اسم",,"ظاهر","A2",68.4
"اسم",,"فساد","A2",68.35
"اسم",,"ثمن","A2",68.24
"اسم",,"شعور","A2",68.08
"صفة",,"صهيوني","C1",68.06
"اسم",,"سكن","A2",68.03
"اسم",,"عقار","A2",67.96
"فعل",,"عاش","A2",67.82
"اسم",,"خبرة","A2",67.7
"اسم",,"جد","A2",67.58
"صفة",,"عزيز","B1",67.55
"اسم  ",,"مغرب","A2",67.49
"اسم",,"بيئة","A2",67.47
"فعل",,"تضمن","A2",67.47
"فعل",,"تذكر","A2",67.41
"اسم",,"هاتف","A2",67.39
"صفة",,"طلق","A2",67.17
"فعل",,"تجمع","A2",67.07
"اسم",,"مناقش","A2",66.87
"اسم",,"مسرح","A2",66.76
"اسم",,"موسم","A2",66.5
"اسم",,"سياق","A2",66.43
"اسم",,"فقه","A2",66.43
"اسم",,"رمز","A2",66.37
"اسم",,"ثلاثين","A1",66.22
"اسم",,"صيف","A2",66.19
"اسم / فعل",,"ضبط","A2",66.1
"اسم",,"بريد","A2",66.05
"اسم",,"برلمان","B2",66.04
"اسم",,"تحر","A2",65.94
"اسم تفضيل",,"أحسن","A2",65.91
"اسم",,"ذكرة","A2",65.88
"اسم",,"علق","A2",65.86
"اسم",,"حاج","A2",65.82
"اسم",,"أصول","A2",65.8
"اسم",,"غاية","A2",65.72
"اسم",,"مهرج","A2",65.59
"اسم",,"حرارة","A2",65.5
"فعل",,"قبض","A2",65.5
"اسم",,"سعة","A2",65.43
"اسم  ",,"جود","C1",65.42
"اسم",,"خسارة","A2",65.4
"اسم",,"غرض","A2",65.36
"اسم",,"بديل","A2",65.35
"اسم",,"تنسيق","A2",65.3
"اسم",,"انتهاء","A2",65.29
"اسم",,"لب","A2",65.16
"فعل",,"شمل","A2",65.11
"اسم",,"نبي","A2",65.04
"اسم",,"غضب","A2",64.89
"اسم علم",,"ذي الحجة ","A2",64.75
"اسم",,"غذاء","A2",64.73
"اسم",,"سابع","A2",64.69
"اسم",,"دعوى","A2",64.52
"فعل",,"قابل","A2",64.42
"اسم",,"احتمال","A2",64.38
"اسم",,"سبعة","A1",64.37
"صفة",,"وارد","A2",64.35
"اسم",,"سلسلة","A2",64.28
"اسم / صفة",,"مسلسل","A2",64.23
"صفة",,"شرعي","A2",64.19
"صفة",,"صوتي","A2",64.19
"فعل",,"لاحظ","A2",64.1
"صفة",,"مخالف","A2",64.1
"فعل",,"ميز","A2",64.09
"اسم",,"صعيد","A2",63.81
"اسم تفضيل",,"أعلم","A2",63.72
"اسم",,"إعداد","A2",63.59
"فعل",,"واجه","A2",63.54
"اسم",,"بدر","A2",63.5
"اسم  ",,"تلفزيون","A2",63.34
"فعل",,"تطلب","A2",63.33
"اسم",,"مشير","A2",63.31
"اسم",,"تحليل","B2",63.26
"صفة",,"تكنولوجي","A2",63.23
"ظرف",,"طوال","A2",63.11
"اسم",,"عقيد","A2",63.1
"فعل",,"قاضي","A2",63.1
"صفة",,"شمال","A2",63.07
"اسم علم",,"تموز","A2",62.92
"اسم",,"مبادرة","A2",62.68
"اسم",,"سبع","A2",62.57
"اسم",,"متر","A2",62.54
"أداة استفهام",,"لماذا","A2",62.49
"اسم",,"إرسال","A2",62.44
"فعل / اسم",,"تراجع","A2",62.19
"اسم",,"نقاش","A2",61.98
"اصفة",,"إلكتروني","A2",61.91
"فعل",,"بات","A2",61.91
"فعل",,"نجح","A2",61.91
"اسم",,"تصميم","B2",61.9
"اسم",,"كأس","A2",61.84
"صفة",,"آمن","A2",61.83
"اسم",,"مقابلة","A2",61.74
"اسم",,"ورق","A2",61.71
"فعل",,"تحد","A2",61.63
"اسم / فعل",,"تهم","A2",61.63
"اسم",,"نطاق","A2",61.6
"فعل ",,"توفر","A2",61.49
"اسم",,"استراتيجية","C1",61.47
"فعل",,"قيل","A2",61.46
"فعل",,"تعلم","A2",61.29
"أداة استفهام",,"ماذا","A2",61.19
"اسم",,"أسد","A2",61.16
"اسم",,"رسوم","A2",60.98
"اسم",,"جريمة","A2",60.97
"اسم",,"تقييم","A2",60.95
"اسم",,"جمال","A2",60.91
"صفة",,"ضعيف","A2",60.9
"اسم",,"تحويل","B2",60.87
"صفة",,"ثامن","A2",60.68
"اسم ",,"اعتقال","A2",60.54
"اسم",,"جر","A2",60.51
"اسم",,"آلية","C1",60.46
"اسم",,"عدالة","B2",60.35
"صفة",,"مكتوب","A2",60.34
"صفة",,"غائب","A2",60.31
"اسم",,"ظلم","A2",60.23
"اسم",,"مشاهدة","A2",60.05
"اسم",,"جدل","A2",59.96
"صفة",,"بحري","A2",59.92
"اسم",,"شرق","A2",59.89
"صفة",,"غذائي","A2",59.75
"صفة",,"محدود","A2",59.72
"اسم",,"حس","A2",59.52
"اسم",,"صول","A2",59.52
"اسم",,"سفر","A2",59.48
"اسم",,"حفاظ","A2",59.4
"اسم",,"زمام","A2",58.97
"اسم",,"استثناء","A2",58.77
"اسم",,"تسع","A2",58.75
"اسم",,"تهديد","A2",58.63
"اسم",,"مصطلح","A2",58.62
"اسم",,"طرق","A2",58.61
"اسم / صفة",,"مكافح","A2",58.52
"اسم",,"حصار","A2",58.46
"اسم",,"إنتشار","A2",58.36
"صفة",,"متقدم","A2",58.28
"صفة",,"مميز","A2",58.24
"اسم / اسم علم",,"سعد","A2",58.19
"اسم علم",,"الهند","A2",58.15
"اسم",,"أداة","A2",58.06
"فعل",,"طل","A2",58.05
"اسم",,"هوية","A2",58.03
"اسم",,"مؤشر","A2",58.01
"اسم",,"تواصل","A2",57.91
"اسم",,"مرجع","A2",57.81
"اسم",,"مبنى","A2",57.69
"اسم",,"بطل","A2",57.67
"اسم",,"كمال","A2",57.6
"اسم",,"استعداد","A2",57.58
"صفة",,"تاسع","A2",57.57
"اسم علم",,"يناير","A1",57.37
"فعل",,"أطلق","A2",57.35
"اسم",,"شعار","A2",57.34
"اسم",,"ثمان","A2",57.31
"اسم",,"محبة","A2",57.21
"اسم",,"مهن","A2",57.21
"اسم",,"جلال","A2",57.2
"اسم",,"خبير","A2",57.19
"اسم",,"سيرة","A2",57.14
"اسم تفضيل",,"أقل","A2",57.02
"فعل / صفة",,"حافظ","A2",56.93
"اسم",,"تكوين","A2",56.89
"فعل",,"فتر","A2",56.89
"اسم",,"اتخاذ","A2",56.87
"اسم",,"ضرر","A2",56.85
"اسم",,"ربيع","A2",56.83
"صفة",,"سائر","A2",56.82
"اسم",,"معامل","A2",56.81
"فعل",,"راح","A2",56.61
"اسم",,"صلة","A2",56.6
"اسم",,"تشغيل","B2",56.59
"اسم",,"مراجع","A2",56.59
"صفة",,"صحابي","A2",56.57
"اسم",,"خيار","A2",56.56
"اسم",,"رضا","A2",56.55
"اسم تفضيل",,"أدنى","A2",56.29
"اسم",,"خلاص","A2",56.13
"اسم",,"ضريبة","A2",56.12
"اسم",,"نعمة","A2",56.08
"اسم",,"ظن","A2",56.06
"صفة",,"ذكرى","A2",56.05
"اسم",,"والي","A2",55.93
"اسم",,"سيف","A2",55.91
"صفة",,"حكيم","A2",55.9
"اسم",,"زمالة","A2",55.9
"اسم",,"تعزيز","A2",55.87
"اسم",,"نوم","A2",55.85
"اسم",,"نقاب","A2",55.82
"ظرف",,"قبل الميلاد","B1",55.77
"مصطلح عامى",,"عشان","C1",55.73
"اسم",,"بصر","A2",55.72
"اسم",,"تمييز","A2",55.72
"اسم",,"قلق","A2",55.72
"اسم",,"ابتداء","A2",55.71
"اسم",,"شروط","A2",55.71
"اسم",,"مشرف","A2",55.69
"اسم",,"تأمين","A2",55.67
"صفة",,"ضخم","A2",55.67
"اسم",,"بقاء","A2",55.5
"اسم",,"رمل","A2",55.37
"اسم",,"أحزاب","A2",55.35
"اسم",,"موجب","A2",55.29
"صفة",,"قضائي","A2",55.26
"اسم / فعل",,"تمر","A2",55.23
"صفة",,"ثانوي","A2",55.16
"اسم",,"فائدة","A2",55.13
"اسم",,"سلامة","A2",55.1
"اسم",,"ترتيب","A2",55.07
"اسم",,"هواء","A2",55.05
"اسم",,"اتهام","A2",54.83
"ظرف",,"طالما","A2",54.77
"اسم",,"ضيف","A2",54.76
"جملة للتحية",,"السلام عليكم ورحمة الله وبركاته","A2",54.71
"اسم من الأسماء الخمسة",,"أخت","A1",54.56
"اسم",,"إرادة","A2",54.52
"اسم ",,"اعتماد","A2",54.51
"فعل",,"منح","A2",54.48
"فعل",,"وافق","A2",54.43
"اسم",,"اجراء","A2",54.41
"فعل",,"تخرج","A2",54.38
"حرف ",,"كأن","A2",54.28
"صفة",,"أصلي","A2",54.25
"فعل",,"أوضح","A2",54.23
"صفة",,"لاحق","A2",54.11
"اسم",,"سمو","C1",54.07
"صفة",,"شيعي","A2",54.03
"صفة",,"إرهابي","A2",54.02
"فعل",,"ربح","A2",53.89
"اسم",,"واد","A2",53.86
"فعل",,"تعريف","A2",53.74
"اسم / صفة",,"ملكية","A2",53.74
"حرف توكيد ونصب",,"أنّ","A2",53.58
"اسم",,"كهرباء","A2",53.58
"اسم",,"مرشح","A2",53.58
"اسم  ",,"صليب","A2",53.49
"اسم",,"مرور","A2",53.46
"اسم",,"مهندس","A2",53.44
"فعل / اسم",,"ساعد","A2",53.37
"فعل",,"لا تزال","A2",53.37
"اسم",,"جبه","A2",53.31
"اسم",,"مقدار","A2",53.31
"اسم",,"جماهير","A2",53.29
"اسم تفضيل",,"أقصى","A2",53.23
"صفة",,"جاد","A2",53.1
"اسم",,"فقرة","A2",53.1
"اسم",,"حين","A2",53.03
"فعل",,"حدد","A2",52.99
"اسم",,"تركيز","A2",52.93
"اسم تفضيل",,"أشد","A2",52.78
"فعل",,"كاد","A2",52.68
"اسم",,"مجمع","A2",52.56
"اسم",,"انتظار","A2",52.55
"اسم / صفة",,"مقصود","A2",52.49
"فعل",,"بعث","A2",52.48
"اسم",,"عالَم","A2",52.46
"فعل",,"أدخل","A2",52.44
"اسم",,"إعلان","A2",52.37
"اسم",,"موعد","A2",52.34
"صفة",,"متوقع","A2",52.3
"اسم",,"معهد","A2",52.2
"اسم علم",,"فبراير","A1",52.15
"ظرف  ",,"يوم الأحد","A1",52.08
"فعل",,"قضى","A2",52.03
"اسم",,"حقل","A2",51.98
"صفة",,"كرام","A2",51.94
"اسم",,"حفل","A2",51.79
"اسم",,"إجابة","A2",51.69
"اسم",,"عميل","A2",51.67
"اسم",,"كمان","A2",51.62
"فعل",,"تمتع","A2",51.61
"اسم",,"زكاة","A2",51.61
"فعل",,"طلع","A2",51.61
"اسم",,"معيار","A2",51.61
"اسم",,"خصوصا","A2",51.55
"صفة",,"عارف","A2",51.47
"اسم",,"كافر","C2",51.47
"صفة",,"متخصص","A2",51.46
"اسم",,"صفقة","A2",51.39
"صفة",,"دراسي","A2",51.37
"اسم",,"مستوي","A2",51.35
"صفة",,"مرتبط","A2",51.31
"صفة",,"مفيد","A2",51.07
"اسم",,"خمسين","A1",51.04
